,Play,Throw Distance
132,1902_30_TeamMF_TeamA2181,298.73955929084786
133,1902_30_TeamMF_TeamA2181,389.45949912770135
134,1902_31_TeamMF_TeamA2294,232.78444194733032
135,1902_31_TeamMF_TeamA2294,190.57258658023196
136,1903_01_TeamNE_TeamA236,169.03542169527665
137,1903_01_TeamNE_TeamA236,194.59475676073598
138,1903_01_TeamNE_TeamA291,264.6607760529883
139,1903_01_TeamNE_TeamA291,273.1574317356385
140,1903_01_TeamNE_TeamA2129,220.91864541538814
141,1903_01_TeamNE_TeamA2129,247.77837538132744
142,1903_02_TeamNE_TeamA219,160.48328978198944
143,1903_02_TeamNE_TeamA219,161.06624500698462
144,1903_02_TeamNE_TeamA291,208.59175400326836
145,1903_02_TeamNE_TeamA291,237.6006389112622
146,1903_03_TeamNE_TeamA268,139.43665762592707
147,1903_03_TeamNE_TeamA268,134.58147812150824
148,1903_03_TeamNE_TeamA2158,293.4908185338172
149,1903_03_TeamNE_TeamA2158,236.62803779267156
150,1903_03_TeamNE_TeamA2212,231.64282488002945
151,1903_03_TeamNE_TeamA2212,339.5807974074506
152,1903_05_TeamND_TeamA2211,194.28666022146248
153,1903_05_TeamND_TeamA2211,166.22801435522234
154,1903_05_TeamND_TeamA2338,179.68704628161152
155,1903_05_TeamND_TeamA2338,100.05356005465272
156,1903_07_TeamND_TeamA262,242.23609213760858
157,1903_07_TeamND_TeamA262,241.76711648081923
158,1903_07_TeamND_TeamA2312,252.3908854780616
159,1903_07_TeamND_TeamA2312,177.0912648204874
160,1903_09_TeamNJ_TeamB281,116.75694920718851
161,1903_09_TeamNJ_TeamB281,135.78511400488642
162,1903_10_TeamNJ_TeamB120,153.53460365927285
163,1903_10_TeamNJ_TeamB120,194.4291461875251
164,1903_11_TeamNC_TeamA132,191.461906386623
165,1903_11_TeamNC_TeamA132,235.28881784421884
166,1903_11_TeamNC_TeamA1129,131.9917343910974
167,1903_11_TeamNC_TeamA1129,139.36490709070202
168,1903_11_TeamNC_TeamA1135,265.9746967052505
169,1903_11_TeamNC_TeamA1135,242.57237942952204
170,1903_11_TeamNC_TeamA1169,225.14418225068573
171,1903_11_TeamNC_TeamA1169,373.6406220439368
172,1903_11_TeamNC_TeamA1197,180.50574603588106
173,1903_11_TeamNC_TeamA1197,149.2104984116064
