,Play,Throw Distance,Throw Time
61,1901_13_TeamLL_TeamB 145,151.6475408147788,4610871
62,1901_13_TeamLL_TeamB 148,132.0198253110873,4714721
63,1901_13_TeamLL_TeamB 148,205.32652229814346,4716021
64,1901_16_TeamLH_TeamA3 101,38.213773585056984,3480424
65,1901_16_TeamLH_TeamA3 145,240.5392354589995,5011672
66,1901_16_TeamLH_TeamA3 145,217.89075593528517,5014172
67,1901_16_TeamLH_TeamA3 234,137.14097985084547,8158619
68,1901_16_TeamLH_TeamA3 234,336.7670434179241,8162219
69,1901_17_TeamLH_TeamA3 76,158.77944890536054,2267238
70,1901_17_TeamLH_TeamA3 76,50.13212481852331,2270038
71,1901_17_TeamLH_TeamA3 76,207.80422929211522,2271038
72,1901_17_TeamLH_TeamA3 94,173.80901329577244,2925437
73,1901_17_TeamLH_TeamA3 94,203.8304585037526,2927437
74,1901_17_TeamLH_TeamA3 168,172.1104047524437,5497585
75,1901_17_TeamLH_TeamA3 168,187.30108256614537,5500185
76,1901_17_TeamLH_TeamA3 168,249.71851087776813,5502235
77,1901_17_TeamLH_TeamA3 243,198.4030245810028,8322932
78,1901_17_TeamLH_TeamA3 243,217.55967917123337,8324882
79,1901_18_TeamLH_TeamA3 21,106.87409457511208,625603
80,1901_18_TeamLH_TeamA3 21,126.55371061000147,627803
81,1901_18_TeamLH_TeamA3 132,86.93013372847186,4344649
82,1901_18_TeamLH_TeamA3 132,86.43071872922265,4346049
83,1901_18_TeamLH_TeamA3 211,193.27778219510904,6982497
84,1901_18_TeamLH_TeamA3 211,226.34981065638206,6984647
85,1902_01_TeamMG_TeamA3 75,171.75917818506818,2254543
86,1902_01_TeamMG_TeamA3 75,82.86392016704254,2256843
87,1902_01_TeamMG_TeamA3 75,143.27020219829382,2257743
88,1902_01_TeamMG_TeamA3 133,184.96658955476255,4128593
89,1902_01_TeamMG_TeamA3 133,251.3772047562189,4130343
90,1902_01_TeamMG_TeamA3 135,147.27708700313843,4213593
91,1902_01_TeamMG_TeamA3 135,56.519689162361814,4216393
92,1902_01_TeamMG_TeamA3 135,196.02746291486815,4217343
93,1902_01_TeamMG_TeamA3 184,126.63276829667745,5830593
94,1902_01_TeamMG_TeamA3 184,140.2047953261585,5832193
95,1902_02_TeamMG_TeamA3 114,142.03255657102002,3890769
96,1902_02_TeamMG_TeamA3 114,139.64655638353565,3893019
97,1902_02_TeamMG_TeamA3 114,112.91556429491906,3895319
98,1902_02_TeamMG_TeamA3 114,149.42719519260874,3896469
99,1902_02_TeamMG_TeamA3 140,188.11680728284225,4962719
100,1902_02_TeamMG_TeamA3 140,175.3994192976134,4964469
101,1902_02_TeamMG_TeamA3 159,327.66896135003384,5468569
102,1902_02_TeamMG_TeamA3 266,149.43235447853988,9047319
103,1902_02_TeamMG_TeamA3 266,186.57493721639034,9049569
104,1902_02_TeamMG_TeamA3 266,212.88933951405363,9051419
105,1902_03_TeamMG_TeamA3 160,165.01464902062483,5280296
106,1902_03_TeamMG_TeamA3 160,230.02284704926595,5281946
107,1902_03_TeamMG_TeamA3 207,132.66271527919966,7378696
108,1902_03_TeamMG_TeamA3 207,145.69188387844395,7380196
109,1902_03_TeamMG_TeamA3 264,23.423911408003587,9519446
110,1902_03_TeamMG_TeamA3 264,171.73367592842703,9520246
111,1902_04_TeamML_TeamB 91,227.83315970518868,2681934
112,1902_04_TeamML_TeamB 91,163.03297055457833,2683984
113,1902_04_TeamML_TeamB 279,152.36848283739656,9285584
114,1902_04_TeamML_TeamB 279,57.0699898510592,9287834
115,1902_05_TeamML_TeamB 104,69.24769226226965,10836279
116,1902_05_TeamML_TeamB 104,63.48218862177012,10837479
117,1902_05_TeamML_TeamB 104,234.23681098616842,10842879
118,1902_05_TeamML_TeamB 186,204.05803874608807,13905729
119,1902_05_TeamML_TeamB 186,165.13865114275944,13907929
120,1902_05_TeamML_TeamB 254,155.5003124164707,16275829
121,1902_05_TeamML_TeamB 254,160.59039608525785,16278329
122,1902_05_TeamML_TeamB 254,11.053884407754587,16279829
123,1902_06_TeamML_TeamB 99,216.1111455195451,3349974
124,1902_06_TeamML_TeamB 99,218.54558521223896,3356424
125,1902_06_TeamML_TeamB 99,251.94776655896356,3358624
126,1902_06_TeamML_TeamB 170,110.2563398883257,5883774
127,1902_06_TeamML_TeamB 170,159.76299806951548,5885324
128,1902_06_TeamML_TeamB 210,220.06304624434335,7317024
129,1902_06_TeamML_TeamB 210,232.82102492365246,7319124
130,1902_06_TeamML_TeamB 265,193.35661245155285,9397574
131,1902_06_TeamML_TeamB 265,308.393968546079,9399574
132,1902_07_TeamMJ_TeamB 43,215.1473628753325,1468102
133,1902_07_TeamMJ_TeamB 43,242.15213982802217,1471152
134,1902_07_TeamMJ_TeamB 162,175.0285597564009,5836702
135,1902_07_TeamMJ_TeamB 162,202.79055972332637,5838602
136,1902_07_TeamMJ_TeamB 208,114.80693955824272,7762552
137,1902_07_TeamMJ_TeamB 208,137.96268227723758,7764002
138,1902_07_TeamMJ_TeamB 282,97.84707338459337,10618202
139,1902_07_TeamMJ_TeamB 282,118.58121034097266,10620052
140,1902_08_TeamMJ_TeamB 351,221.79083851525516,13417455
141,1902_08_TeamMJ_TeamB 351,246.43243783694547,13419605
142,1902_09_TeamMJ_TeamB 141,224.75521078553442,5125505
143,1902_09_TeamMJ_TeamB 141,316.07645800891277,5127855
144,1902_09_TeamMJ_TeamB 142,152.37340803778721,5351405
145,1902_09_TeamMJ_TeamB 142,155.267298966653,5353605
146,1902_09_TeamMJ_TeamB 142,248.47704215273092,5354955
147,1902_10_TeamMI_TeamA3 147,241.62612994359696,5159631
148,1902_10_TeamMI_TeamA3 147,364.82645041929186,5162431
149,1902_11_TeamMI_TeamA3 67,161.3575270862813,2312502
150,1902_11_TeamMI_TeamA3 67,118.10355145921734,2316202
151,1902_11_TeamMI_TeamA3 67,266.5161588662309,2317702
152,1902_12_TeamMI_TeamA3 105,224.83265401638172,3500754
153,1902_12_TeamMI_TeamA3 105,154.4419137017215,3503904
154,1902_13_TeamMD_TeamA2 36,152.88448717502376,1400680
155,1902_13_TeamMD_TeamA2 36,118.38515468947111,1402180
156,1902_13_TeamMD_TeamA2 40,314.43709733784596,1551930
157,1902_13_TeamMD_TeamA2 189,162.0259494205789,6708480
158,1902_13_TeamMD_TeamA2 189,152.38902410032685,6710780
159,1902_13_TeamMD_TeamA2 189,267.0854963295462,6712180
160,1902_13_TeamMK_TeamB 62,143.21066474456433,2279060
161,1902_13_TeamMK_TeamB 62,129.59739289912434,2280710
162,1902_13_TeamMK_TeamB 127,86.55586211551473,4494910
163,1902_13_TeamMK_TeamB 127,318.63410471544006,4496410
164,1902_13_TeamMK_TeamB 129,163.07784347194445,4564410
165,1902_13_TeamMK_TeamB 129,197.81302383172348,4567260
166,1902_13_TeamMK_TeamB 129,248.28824009857976,4569310
167,1902_13_TeamMK_TeamB 191,151.60713698879746,6903260
168,1902_13_TeamMK_TeamB 191,119.22802246158409,6904860
169,1902_14_TeamMD_TeamA2 21,203.0933051847106,631247
170,1902_14_TeamMD_TeamA2 21,112.72921675626066,637047
171,1902_14_TeamMD_TeamA2 21,232.07645509172187,639697
172,1902_14_TeamMD_TeamA2 52,225.47976584680498,1693326
173,1902_14_TeamMD_TeamA2 52,240.77311089540294,1695476
174,1902_14_TeamMK_TeamB 76,219.94184559880824,2423535
175,1902_14_TeamMK_TeamB 76,219.67676319913764,2426035
176,1902_14_TeamMK_TeamB 136,199.72983834815466,4335235
177,1902_14_TeamMK_TeamB 211,130.75157166022896,6833635
178,1902_14_TeamMK_TeamB 211,246.49814590209394,6834935
179,1902_14_TeamMK_TeamB 252,125.72195287776913,8332785
180,1902_14_TeamMK_TeamB 252,115.42267991664376,8334085
181,1902_14_TeamMK_TeamB 275,102.49557339485446,8981485
182,1902_14_TeamMK_TeamB 275,324.9145358704039,8986585
183,1902_15_TeamMK_TeamB 167,180.92963203701598,5570114
184,1902_15_TeamMK_TeamB 167,165.42414027517268,5572614
185,1902_15_TeamMK_TeamB 167,330.8279284638013,5574464
186,1902_16_TeamMD_TeamA2 33,198.15861169643878,1060473
187,1902_16_TeamMD_TeamA2 33,218.87269037897352,1062723
188,1902_16_TeamMD_TeamA2 240,141.78625326434152,8362366
189,1902_16_TeamMD_TeamA2 240,316.90379724820275,8363716
190,1902_17_TeamMB_TeamA1 20,228.50850666900786,608684
191,1902_17_TeamMB_TeamA1 20,176.1986884214806,613834
192,1902_17_TeamMB_TeamA1 117,178.53360298834502,4296568
193,1902_17_TeamMB_TeamA1 117,49.86568296945306,4299318
194,1902_17_TeamMB_TeamA1 117,42.95888686197537,4301968
195,1902_17_TeamMB_TeamA1 117,330.8628574183721,4302618
196,1902_17_TeamMB_TeamA1 233,161.13924686462948,8028982
197,1902_17_TeamMB_TeamA1 233,123.4012015415166,8031432
198,1902_17_TeamMB_TeamA1 233,344.30435277128,8033032
199,1902_18_TeamMB_TeamA1 123,228.0652462224133,4430804
200,1902_18_TeamMB_TeamA1 123,180.0350955326211,4433204
201,1902_19_TeamME_TeamA2 37,190.6338503903491,1159302
202,1902_19_TeamME_TeamA2 37,241.34440980424637,1162352
203,1902_19_TeamME_TeamA2 46,180.79734060834522,1593902
204,1902_19_TeamME_TeamA2 46,145.9370382219675,1597152
205,1902_19_TeamME_TeamA2 46,288.02689091911196,1598502
206,1902_19_TeamME_TeamA2 58,156.35846318575148,2176252
207,1902_19_TeamME_TeamA2 58,49.22219105982585,2178252
208,1902_19_TeamME_TeamA2 87,179.19796112224603,3043652
209,1902_19_TeamME_TeamA2 87,306.7903190592884,3046602
210,1902_19_TeamME_TeamA2 91,171.56824240147125,3216052
211,1902_19_TeamME_TeamA2 91,167.8938907744114,3218302
212,1902_20_TeamME_TeamA2 29,165.54365060010608,927128
213,1902_20_TeamME_TeamA2 29,198.54228102157487,928828
214,1902_20_TeamME_TeamA2 151,203.20386010863575,5422678
215,1902_20_TeamME_TeamA2 151,181.63008219810393,5424778
216,1902_20_TeamME_TeamA2 163,173.03931123025194,5823378
217,1902_20_TeamME_TeamA2 163,96.19335028103553,5825978
218,1902_21_TeamME_TeamA2 181,159.97629643047122,6487908
219,1902_21_TeamME_TeamA2 181,258.90242971762547,6489858
220,1902_22_TeamMA_TeamA1 72,157.3022039293792,2547390
221,1902_22_TeamMA_TeamA1 72,185.6552859242365,2549340
222,1902_22_TeamMA_TeamA1 217,164.11076569640394,7606390
223,1902_22_TeamMA_TeamA1 217,227.4009481978912,7608240
224,1902_23_TeamMA_TeamA1 53,229.04021415893325,1630438
225,1902_23_TeamMA_TeamA1 53,233.03166602341838,1633038
226,1902_23_TeamMA_TeamA1 174,213.40146994163374,5973988
227,1902_23_TeamMA_TeamA1 174,265.1059649098828,5976238
228,1902_24_TeamMA_TeamA1 160,114.88418279850364,5321829
229,1902_24_TeamMA_TeamA1 160,117.4090816668796,5323314
230,1902_24_TeamMA_TeamA1 250,221.48741403386785,8558572
231,1902_24_TeamMA_TeamA1 250,277.18696219371503,8562367
232,1902_25_TeamMH_TeamA3 102,167.92327349608212,3169662
233,1902_25_TeamMH_TeamA3 102,131.63979081478365,3171562
234,1902_25_TeamMH_TeamA3 193,95.58896625081788,6246712
235,1902_25_TeamMH_TeamA3 193,36.71575920241879,6248062
236,1902_25_TeamMH_TeamA3 198,190.5850661931831,6447112
237,1902_25_TeamMH_TeamA3 198,75.68828474750899,6454712
238,1902_25_TeamMH_TeamA3 198,243.22841900520177,6456362
239,1902_26_TeamMC_TeamA1 156,170.3064016498499,5258677
240,1902_26_TeamMC_TeamA1 156,147.5188124997283,5260877
241,1902_26_TeamMC_TeamA1 156,214.42934682519555,5262177
242,1902_26_TeamMH_TeamA3 78,173.8942297968797,2504006
243,1902_26_TeamMH_TeamA3 78,243.57997741819833,2508856
244,1902_26_TeamMH_TeamA3 114,87.7185376360664,3587706
245,1902_26_TeamMH_TeamA3 114,10.038665859565203,3589456
246,1902_26_TeamMH_TeamA3 114,79.63348818738258,3590056
247,1902_26_TeamMH_TeamA3 239,50.64118054311135,7996058
248,1902_26_TeamMH_TeamA3 239,279.38872518634327,7997308
249,1902_26_TeamMH_TeamA3 270,237.7760327621352,9238308
250,1902_26_TeamMH_TeamA3 270,128.66108800740804,9244808
251,1902_26_TeamMH_TeamA3 324,173.3383801733765,11160658
252,1902_26_TeamMH_TeamA3 324,227.34344531554018,11162708
253,1902_27_TeamMH_TeamA3 21,275.683464243342,757322
254,1902_27_TeamMH_TeamA3 21,106.12504776168538,760922
255,1902_27_TeamMH_TeamA3 21,112.35347558562664,761872
256,1902_27_TeamMH_TeamA3 258,83.25140389356807,8701322
257,1902_27_TeamMH_TeamA3 258,187.47800291151492,8702872
258,1902_27_TeamMH_TeamA3 268,112.19678077814889,9024522
259,1902_27_TeamMH_TeamA3 268,156.12502080464233,9026272
260,1902_27_TeamMH_TeamA3 268,276.68026785958193,9027572
261,1902_28_TeamMC_TeamA1 37,260.50685894206316,1280655
262,1902_28_TeamMC_TeamA1 37,171.92132723222562,1284605
263,1902_28_TeamMC_TeamA1 37,124.14930753604709,1289655
264,1902_28_TeamMC_TeamA1 52,175.4368555188447,1887555
265,1902_28_TeamMC_TeamA1 52,127.54596241845526,1889405
266,1902_28_TeamMC_TeamA1 223,224.83196768086606,8228855
267,1902_28_TeamMC_TeamA1 223,260.3775213018397,8231355
268,1902_28_TeamMC_TeamA1 224,182.54582661088148,8290855
269,1902_28_TeamMC_TeamA1 224,150.09354668875673,8292705
270,1902_30_TeamMF_TeamA2 93,82.12633628337503,2892079
271,1902_30_TeamMF_TeamA2 93,191.09606026896526,2893479
272,1902_30_TeamMF_TeamA2 96,97.80289449152312,2991329
273,1902_30_TeamMF_TeamA2 96,152.86747751569004,2992629
274,1902_30_TeamMF_TeamA2 164,213.80088867916334,5562829
275,1902_30_TeamMF_TeamA2 164,251.56200605069517,5565429
276,1902_30_TeamMF_TeamA2 181,298.73955929084786,6160079
277,1902_30_TeamMF_TeamA2 181,304.90177338338003,6167829
278,1902_31_TeamMF_TeamA2 117,142.01886303252112,3411646
279,1902_31_TeamMF_TeamA2 117,216.11542829978612,3413446
280,1902_31_TeamMF_TeamA2 234,122.91307586912794,7547046
281,1902_31_TeamMF_TeamA2 234,185.87932707738105,7548796
282,1903_01_TeamNE_TeamA2 204,161.6771387838429,6640260
283,1903_01_TeamNE_TeamA2 204,72.44947472915177,6642240
284,1903_01_TeamNE_TeamA2 230,88.40366580142476,7470706
285,1903_01_TeamNE_TeamA2 230,90.84349870640166,7473280
286,1903_01_TeamNE_TeamA2 230,334.48688834405755,7474006
287,1903_01_TeamNE_TeamA2 249,168.16975105651431,8144500
288,1903_01_TeamNE_TeamA2 249,185.81968860056247,8147437
289,1903_01_TeamNE_TeamA2 249,296.29142962674433,8149252
290,1903_01_TeamNE_TeamA2 310,166.8164353358805,10345767
291,1903_01_TeamNE_TeamA2 310,190.0900167081375,10347648
292,1903_02_TeamNE_TeamA2 20,259.51558902742244,535425
293,1903_02_TeamNE_TeamA2 20,243.51583626559076,538075
294,1903_04_TeamNC_TeamA1 30,226.252276142628,1006919
295,1903_04_TeamNC_TeamA1 30,339.5842742237043,1009019
296,1903_05_TeamND_TeamA2 211,194.28666022146248,6693762
297,1903_05_TeamND_TeamA2 211,137.32190444681433,6696812
298,1903_06_TeamND_TeamA2 26,160.57984091227016,735124
299,1903_06_TeamND_TeamA2 26,179.9713577124149,736774
300,1903_06_TeamND_TeamA2 212,210.53788282036086,7126774
301,1903_06_TeamND_TeamA2 212,250.96733462353225,7129024
302,1903_07_TeamND_TeamA2 174,183.26534383011423,5168173
303,1903_07_TeamND_TeamA2 174,216.45868962598846,5170823
304,1903_07_TeamND_TeamA2 174,312.15494616734816,5174873
305,1903_07_TeamND_TeamA2 205,120.38072410352913,6440823
306,1903_07_TeamND_TeamA2 205,266.2563243633098,6441973
307,1903_07_TeamND_TeamA2 312,252.3908854780616,10341223
308,1903_07_TeamND_TeamA2 312,147.64654061616207,10344573
309,1903_08_TeamNJ_TeamB 147,225.96680095600328,5070017
310,1903_08_TeamNJ_TeamB 147,304.01976986432976,5072517
311,1903_09_TeamNJ_TeamB 220,301.13165806153626,8557915
312,1903_09_TeamNJ_TeamB 220,103.64977104634626,8560015
313,1903_09_TeamNJ_TeamB 257,126.59988315136788,9922665
314,1903_09_TeamNJ_TeamB 257,128.15754945304627,9931415
315,1903_09_TeamNJ_TeamB 257,276.8633196545364,9933715
316,1903_10_TeamNJ_TeamB 15,202.72360676746555,543289
317,1903_10_TeamNJ_TeamB 15,124.01738536648803,545389
318,1903_10_TeamNJ_TeamB 245,96.2945480512786,8580172
319,1903_10_TeamNJ_TeamB 245,243.2647921277553,8581722
320,1903_11_TeamNC_TeamA1 124,165.8481996539305,9549686
321,1903_11_TeamNC_TeamA1 124,180.32426545822943,9551736
322,1903_11_TeamNC_TeamA1 124,260.1206659876528,9553736
323,1903_11_TeamNC_TeamA1 166,157.29145899828762,10997386
324,1903_11_TeamNC_TeamA1 166,101.41472585837816,11000236
325,1903_11_TeamNC_TeamA1 166,346.7974683183976,11001286
326,1903_11_TeamNC_TeamA1 197,180.50574603588106,12095986
327,1903_11_TeamNC_TeamA1 197,149.2104984116064,12099186
328,1903_11_TeamNC_TeamA1 197,252.95799014802833,12100586
329,1903_11_TeamNC_TeamA1 253,152.8231112198021,14162086
330,1903_11_TeamNC_TeamA1 253,49.457168795029084,14165186
